Location,Application,Date,Treatment,Zone,Sample,Pollinator_category,Duration_of_visit,Flower_type,Pollination_event ,Flower_ratio_m_to_f,Total_flowers
Wooster,Post,2024-07-26,IPPM,2,1,Honey,33,Both,1,30:3,33
Wooster,Post,2024-07-26,IPPM,4,1,Honey,6,Male,0,13:3,16
Wooster,Post,2024-07-26,IPPM,4,1,Honey,85,Both,1,13:3,16
Wooster,Post,2024-07-26,IPPM,4,1,Honey,12,Both,1,13:3,16
Wooster,Post,2024-07-26,IPPM,4,1,Honey,5,Female,0,13:3,16
Wooster,Post,2024-07-26,IPPM,3,1,Honey,3,Male,0,11:1,22
Wooster,Post,2024-07-26,IPPM,3,1,Honey,2,Male,0,11:1,22
Wooster,Post,2024-07-26,IPPM,3,1,Bumble,2,Male,0,11:1,22
Wooster,Post,2024-07-26,IPPM,3,1,Sweat,91,Both,0,11:1,22
Wooster,Post,2024-07-26,IPPM,3,1,Honey,5,Male,0,11:1,22
Wooster,Post,2024-07-26,IPPM,2,2,Green Metallic Sweat,20,Male,0,7:2,18
Wooster,Post,2024-07-26,IPPM,2,2,Sweat,40,Male,0,7:2,18
Wooster,Post,2024-07-26,IPPM,2,2,Honey,37,Male,0,7:2,18
Wooster,Post,2024-07-26,IPPM,2,2,Honey,59,Both,1,7:2,18
Wooster,Post,2024-07-26,IPPM,2,2,Honey,7,Male,0,7:2,18
Wooster,Post,2024-07-26,IPPM,2,2,Green Metallic Sweat,33,Both,1,7:2,18
Wooster,Post,2024-07-26,IPPM,1,2,Honey,70,Both,1,21:4,25
Wooster,Post,2024-07-26,IPPM,1,2,Honey,39,Both,1,21:4,25
Wooster,Post,2024-07-26,IPPM,1,2,Honey,10,Male,0,21:4,25
Wooster,Post,2024-07-26,IPPM,1,2,Honey,2,None,0,21:4,25
Wooster,Post,2024-07-26,IPPM,1,2,Honey,56,Both,1,21:4,25
Wooster,Post,2024-07-26,IPPM,1,3,Honey,6,Both,0,13:1,14
Wooster,Post,2024-07-26,IPPM,1,3,Honey,3,Male,0,13:1,14
Wooster,Post,2024-07-26,IPPM,1,3,Sweat,56,Both,0,13:1,14
Wooster,Post,2024-07-26,IPPM,1,3,Honey,9,Male,0,13:1,14
Wooster,Post,2024-07-26,IPPM,1,3,Sweat,2,Male,0,13:1,14
Wooster,Post,2024-07-26,IPPM,1,3,Honey,6,Male,0,13:1,14
Wooster,Post,2024-07-26,IPPM,1,3,Honey,18,Male,0,13:1,14
Wooster,Post,2024-07-26,IPPM,1,3,Longhorn,23,Male,0,13:1,14
Wooster,Post,2024-07-26,IPPM,1,3,Sweat,2,Male,0,13:1,14
Wooster,Post,2024-07-26,IPPM,1,3,Longhorn,6,Male,0,13:1,14
Wooster,Post,2024-07-26,IPPM,2,3,Green Metallic Sweat,31,Male,0,23:2,25
Wooster,Post,2024-07-26,IPPM,2,3,Honey,23,Both,1,23:2,25
Wooster,Post,2024-07-26,IPPM,2,3,Honey,117,Both,1,23:2,25
Wooster,Post,2024-07-26,IPPM,2,3,Honey,7,Male,0,23:2,25
Wooster,Post,2024-07-26,IPPM,2,3,Honey,14,Male,0,23:2,25
Wooster,Post,2024-07-26,IPPM,2,3,Honey,4,Male,0,23:2,25
Wooster,Post,2024-07-26,IPPM,3,2,Sweat,59,Male,0,16:1,17
Wooster,Post,2024-07-26,IPPM,3,2,Honey,4,Male,0,16:1,17
Wooster,Post,2024-07-26,IPPM,3,2,Honey,9,Male,0,16:1,17
Wooster,Post,2024-07-26,IPPM,3,2,Honey,49,Male,0,16:1,17
Wooster,Post,2024-07-26,IPPM,3,2,Honey,9,Male,0,16:1,17
Wooster,Post,2024-07-26,IPPM,3,2,Honey,2,Male,0,16:1,17
Wooster,Post,2024-07-26,IPPM,4,2,Honey,3,Male,0,20:1,21
Wooster,Post,2024-07-26,IPPM,4,2,Honey,5,Male,0,20:1,21
Wooster,Post,2024-07-26,IPPM,4,2,Honey,12,Male,0,20:1,21
Wooster,Post,2024-07-26,IPPM,4,2,Honey,14,Male,0,20:1,21
Wooster,Post,2024-07-26,IPPM,4,2,Honey,42,Male,0,20:1,21
Wooster,Post,2024-07-26,IPPM,3,3,Honey,12,Both,0,22:5,27
Wooster,Post,2024-07-26,IPPM,3,3,Honey,31,Both,0,22:5,27
Wooster,Post,2024-07-26,IPPM,3,3,Bumble,14,Male,0,22:5,27
Wooster,Post,2024-07-26,IPPM,3,3,Honey,15,Male,0,22:5,27
Wooster,Post,2024-07-26,IPPM,3,3,Bumble,4,Male,0,22:5,27
Wooster,Post,2024-07-26,IPPM,3,3,Honey,38,Male,0,22:5,27
Wooster,Post,2024-07-26,IPPM,4,3,Honey,21,Male,0,7:1,16
Wooster,Post,2024-07-26,IPPM,4,3,Honey,24,Male,0,7:1,16
Wooster,Post,2024-07-26,IPPM,4,3,Honey,19,Male,0,7:1,16
Wooster,Post,2024-07-26,IPPM,4,3,Honey,37,Both,1,7:1,16
Wooster,Post,2024-07-26,IPPM,4,3,Sweat,240,Male,0,7:1,16
Wooster,Post,2024-07-26,IPPM,4,4,Honey,37,Both,1,NA,NA
Wooster,Post,2024-07-26,IPPM,4,4,Honey,8,Male,0,NA,NA
Wooster,Post,2024-07-26,IPPM,4,4,Honey,42,Both,1,NA,NA
Wooster,Post,2024-07-26,IPPM,4,4,Honey,9,Male,0,NA,NA
Wooster,Post,2024-07-26,IPPM,4,4,Honey,10,Male,0,NA,NA
Wooster,Post,2024-07-26,IPPM,4,4,Honey,19,Male,0,NA,NA
Wooster,Post,2024-07-26,IPPM,4,4,Honey,5,Male,0,NA,NA
Wooster,Post,2024-07-26,IPPM,3,4,Honey,33,Male,0,10:3,26
Wooster,Post,2024-07-26,IPPM,3,4,Honey,4,Female,0,10:3,26
Wooster,Post,2024-07-26,IPPM,3,4,Honey,6,Male,0,10:3,26
Wooster,Post,2024-07-26,IPPM,3,4,Honey,3,Male,0,10:3,26
Wooster,Post,2024-07-26,IPPM,3,4,Honey,44,Both,1,10:3,26
Wooster,Post,2024-07-26,IPPM,3,4,Honey,3,Male,0,10:3,26
Wooster,Post,2024-07-26,IPPM,3,4,Honey,6,Both,1,10:3,26
Wooster,Post,2024-07-26,IPPM,3,4,Honey,46,Both,0,10:3,26
Wooster,Post,2024-07-26,IPPM,3,4,Honey,15,Male,0,10:3,26
Wooster,Post,2024-07-26,IPPM,2,4,Sweat,150,Female,0,6:1,21
Wooster,Post,2024-07-26,IPPM,2,4,Honey,3,Male,0,6:1,21
Wooster,Post,2024-07-26,IPPM,2,4,Honey,2,Male,0,6:1,21
Wooster,Post,2024-07-26,IPPM,2,4,Sweat,120,Male,0,6:1,21
Wooster,Post,2024-07-26,IPPM,2,4,Honey,35,Both,1,6:1,21
Wooster,Post,2024-07-26,IPPM,2,4,Longhorn,26,Male,0,6:1,21
Wooster,Post,2024-07-26,IPPM,2,4,Honey,17,Both,1,6:1,21
Wooster,Post,2024-07-26,IPPM,1,4,Honey,39,Male,0,17:1,18
Wooster,Post,2024-07-26,IPPM,1,4,Honey,5,Male,0,17:1,18
Wooster,Post,2024-07-26,IPPM,1,4,Honey,42,Male,0,17:1,18
Wooster,Post,2024-07-26,IPPM,1,4,Honey,3,Male,0,17:1,18
Wooster,Post,2024-07-26,IPPM,1,4,Longhorn,11,Male,0,17:1,18
Wooster,Post,2024-07-26,IPPM,1,4,Honey,8,Male,0,17:1,18
Wooster,Post,2024-07-26,IPPM,1,4,Honey,28,Both,1,17:1,18
Wooster,Post,2024-07-26,IPPM,1,4,Honey,9,Female,0,17:1,18
Wooster,Post,2024-07-26,Conventional,1,1,Honey,21,Male,0,7:2,9
Wooster,Post,2024-07-26,Conventional,1,1,Sweat,6,Both,1,7:2,9
Wooster,Post,2024-07-26,Conventional,2,1,Bumble,2,None,0,4:3,14
Wooster,Post,2024-07-26,Conventional,3,1,Honey,33,Both,1,4:1,10
Wooster,Post,2024-07-26,Conventional,3,2,Honey,11,Male,0,16:1,17
Wooster,Post,2024-07-26,Conventional,3,2,Bumble,11,Male,0,16:1,17
Wooster,Post,2024-07-26,Conventional,2,2,Longhorn,1,Male,0,11:1,22
Wooster,Post,2024-07-26,Conventional,2,2,Honey,23,Both,0,11:1,22
Wooster,Post,2024-07-26,Conventional,2,2,Honey,20,Both,0,11:1,22
Wooster,Post,2024-07-26,Conventional,4,1,Honey,6,Both,0,11:3,14
Wooster,Post,2024-07-26,Conventional,4,1,Squash,6,Female,0,11:3,14
Wooster,Post,2024-07-26,Conventional,4,2,Honey,25,Both,1,15:2,17
Wooster,Post,2024-07-26,Conventional,1,2,Honey,13,Both,1,16:3,19
Wooster,Post,2024-07-26,Conventional,1,2,Bumble,9,Both,0,16:3,19
Wooster,Post,2024-07-26,Conventional,1,2,Honey,48,Both,1,16:3,19
Wooster,Post,2024-07-26,Conventional,1,3,Honey,2,Male,0,9:1,10
Wooster,Post,2024-07-26,Conventional,2,2,Bumble,5,Male,0,27:1,28
Wooster,Post,2024-07-26,Conventional,2,2,Bumble,5,Male,0,27:1,28
Wooster,Post,2024-07-26,Conventional,2,2,Bumble,4,Male,0,27:1,28
Wooster,Post,2024-07-26,Conventional,1,4,Honey,55,Both,1,9:1,20
Wooster,Post,2024-07-26,Conventional,1,4,Honey,15,Both,1,9:1,20
Wooster,Post,2024-07-26,Conventional,1,4,Sweat,2,Male,0,9:1,20
Wooster,Post,2024-07-26,Conventional,4,4,Honey,15,Both,1,29:4,33
Wooster,Post,2024-07-26,Conventional,4,4,Honey,3,Male,0,29:4,33
Wooster,Post,2024-07-26,Conventional,4,4,Honey,25,Male,0,29:4,33
Wooster,Post,2024-07-26,Conventional,4,4,Honey,14,Both,1,29:4,33
Wooster,Post,2024-07-26,Conventional,4,4,Honey,47,Both,1,29:4,33
Wooster,Post,2024-07-26,Conventional,4,3,Honey,8,Male,0,37:2,39
Wooster,Post,2024-07-26,Conventional,4,3,Honey,11,Male,0,37:2,39
Wooster,Post,2024-07-26,Conventional,4,3,Honey,8,Both,0,37:2,39
Wooster,Post,2024-07-26,Conventional,4,3,Honey,18,Male,0,37:2,39
Wooster,Post,2024-07-26,Conventional,4,3,Bumble,5,Male,0,37:2,39
Wooster,Post,2024-07-26,Conventional,4,3,Bumble,3,Male,0,37:2,39
Wooster,Post,2024-07-26,Conventional,4,3,Honey,12,Male,0,37:2,39
Wooster,Post,2024-07-26,Conventional,4,3,Honey,2,Male,0,37:2,39
Wooster,Post,2024-07-26,Conventional,4,3,Honey,18,Male,0,37:2,39
Wooster,Post,2024-07-26,Conventional,4,3,Honey,4,Male,0,37:2,39
Wooster,Post,2024-07-26,Conventional,4,3,Honey,67,Male,0,37:2,39
Wooster,Post,2024-07-26,Conventional,2,3,Honey,30,Male,0,NA,NA
Wooster,Post,2024-07-26,Conventional,2,3,Longhorn,7,Male,0,NA,NA
Wooster,Post,2024-07-26,Conventional,2,3,Bumble,5,Male,0,NA,NA
Wooster,Post,2024-07-26,Conventional,2,3,Bumble,57,Both,1,NA,NA
Wooster,Post,2024-07-26,Conventional,3,3,Sweat,5,Male,0,3:2,10
Wooster,Post,2024-07-26,Conventional,3,3,Honey,17,Both,0,13:1,28
Wooster,Post,2024-07-26,Conventional,3,3,Bumble,103,Both,1,13:1,28
Wooster,Post,2024-07-26,Conventional,2,4,Honey,4,Male,0,3:1,16
Wooster,Post,2024-07-26,Conventional,2,4,Honey,47,Both,1,3:1,16
Wooster,Post,2024-07-26,Conventional,3,4,Sweat,5,Male,0,3:1,10
Wooster,Post,2024-07-26,Conventional,2,4,Honey,2,Male,0,3:1,16
Western,Pre,2024-07-15,IPPM,1,1,Honey,125,Male,0,9:1,NA
Western,Pre,2024-07-15,IPPM,1,1,Squash,25,Male,0,9:1,NA
Western,Pre,2024-07-15,IPPM,1,2,Sweat,10,Male,0,14:0,NA
Western,Pre,2024-07-15,IPPM,1,2,Green Metallic Sweat,121,Male,0,14:0,NA
Western,Pre,2024-07-15,IPPM,1,2,Honey,2,Male,0,14:0,NA
Western,Pre,2024-07-15,IPPM,1,2,Sweat,40,Male,0,14:0,NA
Western,Pre,2024-07-15,IPPM,1,2,Honey,5,Male,0,14:0,NA
Western,Pre,2024-07-15,IPPM,2,1,Honey,1,None,0,3:1,NA
Western,Pre,2024-07-15,IPPM,2,1,Honey,48,Both,1,3:1,NA
Western,Pre,2024-07-15,IPPM,2,1,Honey,1,None,0,3:1,NA
Western,Pre,2024-07-15,IPPM,2,1,Honey,14,Male,0,3:1,NA
Western,Pre,2024-07-15,IPPM,4,1,Sweat,26,Both,1,8:3,NA
Western,Pre,2024-07-15,IPPM,4,1,Sweat,5,Male,0,8:3,NA
Western,Pre,2024-07-15,IPPM,4,2,Sweat,39,Male,0,7:2,NA
Western,Pre,2024-07-15,IPPM,3,1,Sweat,40,Both,0,6:1,NA
Western,Pre,2024-07-15,IPPM,3,1,Sweat,4,Male,0,6:1,NA
Western,Pre,2024-07-15,IPPM,2,2,Sweat,39,Male,0,8:3,NA
Western,Pre,2024-07-15,IPPM,1,3,Sweat,9,Male,0,6:1,NA
Western,Pre,2024-07-15,IPPM,1,4,Honey,196,Male,0,5:1,NA
Western,Pre,2024-07-15,IPPM,1,4,Longhorn,3,Male,0,5:1,NA
Western,Pre,2024-07-15,IPPM,1,4,Green Metallic Sweat,2,Female,0,5:1,NA
Western,Pre,2024-07-15,IPPM,3,3,Sweat,20,Male,0,5:2,NA
Western,Pre,2024-07-15,IPPM,4,4,Bumble,10,None,0,8:1,NA
Western,Pre,2024-07-15,IPPM,4,4,Sweat,14,Male,0,8:1,NA
Western,Pre,2024-07-15,IPPM,4,3,Honey,13,Both,0,10:3,NA
Western,Pre,2024-07-15,IPPM,4,3,Honey,3,Female,0,10:3,NA
Western,Pre,2024-07-15,IPPM,4,3,Honey,28,Both,1,10:3,NA
Western,Pre,2024-07-15,IPPM,4,3,Honey,10,Male,0,10:3,NA
Western,Pre,2024-07-15,IPPM,4,3,Honey,3,Male,0,10:3,NA
Western,Pre,2024-07-15,IPPM,3,2,Sweat,111,None,0,4:1,NA
Western,Pre,2024-07-15,IPPM,3,2,Sweat,10,Male,0,4:1,NA
Western,Pre,2024-07-15,IPPM,2,3,Sweat,3,Female,0,2:1,NA
Western,Pre,2024-07-15,Conventional,1,1,Sweat,13,Male,0,8:1,NA
Western,Pre,2024-07-15,Conventional,3,1,Honey,109,Both,1,9:2,NA
Western,Pre,2024-07-15,Conventional,3,1,Honey,2,Male,0,9:2,NA
Western,Pre,2024-07-15,Conventional,4,4,Honey,19,Both,1,9:1,NA
Western,Pre,2024-07-15,Conventional,4,4,Honey,24,Male,0,9:1,NA
Western,Pre,2024-07-15,Conventional,4,4,Honey,1,None,0,9:1,NA
Western,Pre,2024-07-15,Conventional,4,3,Sweat,46,Male,0,4:1,NA
Western,Pre,2024-07-15,Conventional,4,3,Honey,40,Both,0,4:1,NA
Western,Pre,2024-07-15,Conventional,2,1,Honey,51,Both,1,4:1,NA
Western,Pre,2024-07-15,Conventional,2,1,Sweat,159,None,0,4:1,NA
Western,Pre,2024-07-15,Conventional,3,3,Sweat,29,Female,0,7:5,NA
Western,Pre,2024-07-15,Conventional,3,3,Green Metallic Sweat,5,Male,0,7:5,NA
Western,Pre,2024-07-15,Conventional,1,2,Honey,4,Male,0,5:2,NA
Western,Pre,2024-07-15,Conventional,1,2,Honey,30,Male,0,5:2,NA
Western,Pre,2024-07-15,Conventional,2,2,Honey,15,Both,1,7:2,NA
Western,Pre,2024-07-15,Conventional,2,2,Sweat,5,Male,0,7:2,NA
Western,Pre,2024-07-15,Conventional,1,3,Sweat,3,Male,0,4:1,NA
Western,Pre,2024-07-15,Conventional,3,2,Sweat,16,Both,1,5:1,NA
Western,Pre,2024-07-15,Conventional,3,2,Sweat,16,None,0,5:1,NA
Western,Pre,2024-07-15,Conventional,4,2,Sweat,5,None,0,12:1,NA
Western,Pre,2024-07-15,Conventional,4,2,Sweat,3,None,0,12:1,NA
Western,Pre,2024-07-15,Conventional,4,2,Sweat,2,Male,0,12:1,NA
Western,Pre,2024-07-15,Conventional,4,1,Sweat,66,Male,0,8:3,NA
Western,Pre,2024-07-15,Conventional,2,3,Sweat,142,Both,0,7:2,NA
Western,Pre,2024-07-15,Conventional,2,3,Sweat,15,Female,0,7:2,NA
Western,Pre,2024-07-30,Conventional,1,1,Longhorn,26,Male,0,6:1,14
Western,Pre,2024-07-30,Conventional,1,1,Sweat,100,Both,1,6:1,14
Western,Pre,2024-07-30,Conventional,1,1,Honey,10,Male,0,6:1,14
Western,Pre,2024-07-30,Conventional,1,1,Honey,15,Male,0,6:1,14
Western,Pre,2024-07-30,Conventional,1,1,Honey,20,Male,0,6:1,14
Western,Pre,2024-07-30,Conventional,2,1,Honey,18,Both,1,7:1,16
Western,Pre,2024-07-30,Conventional,2,1,Sweat,1,Male,0,7:1,16
Western,Pre,2024-07-30,Conventional,2,1,Sweat,1,Male,0,7:1,16
Western,Pre,2024-07-30,Conventional,2,1,Honey,5,Male,0,7:1,16
Western,Pre,2024-07-30,Conventional,2,1,Honey,4,Male,0,7:1,16
Western,Pre,2024-07-30,Conventional,2,1,Longhorn,3,Male,0,7:1,16
Western,Pre,2024-07-30,Conventional,3,1,Honey,36,Both,1,15:2,17
Western,Pre,2024-07-30,Conventional,3,1,Honey,5,Male,0,15:2,17
Western,Pre,2024-07-30,Conventional,3,1,Sweat,5,Male,0,15:2,17
Western,Pre,2024-07-30,Conventional,3,1,Honey,8,Male,0,15:2,17
Western,Pre,2024-07-30,Conventional,3,1,Sweat,62,Male,0,15:2,17
Western,Pre,2024-07-30,Conventional,3,1,Honey,5,Female,0,15:2,17
Western,Pre,2024-07-30,Conventional,3,1,Sweat,2,Male,0,15:2,17
Western,Pre,2024-07-30,Conventional,4,1,Honey,3,Female,0,7:3,20
Western,Pre,2024-07-30,Conventional,4,1,Sweat,80,Male,0,7:3,20
Western,Pre,2024-07-30,Conventional,4,1,Honey,34,Male,0,7:3,20
Western,Pre,2024-07-30,Conventional,4,1,Sweat,24,Male,0,7:3,20
Western,Pre,2024-07-30,Conventional,4,1,Sweat,24,Female,0,7:3,20
Western,Pre,2024-07-30,Conventional,4,1,Sweat,44,Male,0,7:3,20
Western,Pre,2024-07-30,Conventional,4,1,Honey,24,Both,1,7:3,20
Western,Pre,2024-07-30,Conventional,4,1,Honey,16,Both,1,7:3,20
Western,Pre,2024-07-30,Conventional,4,2,Honey,10,Male,0,9:2,22
Western,Pre,2024-07-30,Conventional,4,2,Sweat,75,Male,0,9:2,22
Western,Pre,2024-07-30,Conventional,4,2,Honey,4,Male,0,9:2,22
Western,Pre,2024-07-30,Conventional,4,2,Green Metallic Sweat,4,Female,0,9:2,22
Western,Pre,2024-07-30,Conventional,4,2,Honey,29,Both,1,9:2,22
Western,Pre,2024-07-30,Conventional,4,2,Honey,22,Both,1,9:2,22
Western,Pre,2024-07-30,Conventional,3,2,Honey,74,Both,1,20:3,23
Western,Pre,2024-07-30,Conventional,3,2,Sweat,34,Male,0,20:3,23
Western,Pre,2024-07-30,Conventional,3,2,Honey,15,Both,1,20:3,23
Western,Pre,2024-07-30,Conventional,3,2,Honey,12,Male,0,20:3,23
Western,Pre,2024-07-30,Conventional,3,2,Sweat,45,Male,0,20:3,23
Western,Pre,2024-07-30,Conventional,3,2,Sweat,43,Male,0,20:3,23
Western,Pre,2024-07-30,Conventional,2,2,Honey,29,Both,0,14:3,17
Western,Pre,2024-07-30,Conventional,2,2,Sweat,14,Male,0,14:3,17
Western,Pre,2024-07-30,Conventional,2,2,Sweat,62,Male,0,14:3,17
Western,Pre,2024-07-30,Conventional,2,2,Honey,4,Female,0,14:3,17
Western,Pre,2024-07-30,Conventional,2,2,Honey,5,Both,0,14:3,17
Western,Pre,2024-07-30,Conventional,2,2,Honey,10,Both,1,14:3,17
Western,Pre,2024-07-30,Conventional,2,2,Honey,3,Male,0,14:3,17
Western,Pre,2024-07-30,Conventional,2,2,Honey,35,Both,1,14:3,17
Western,Pre,2024-07-30,Conventional,1,2,Honey,13,Both,1,10:1,11
Western,Pre,2024-07-30,Conventional,4,3,Honey,6.36,Female,0,5:3,26
Western,Pre,2024-07-30,Conventional,4,3,Honey,21.04,Both,1,5:3,26
Western,Pre,2024-07-30,Conventional,4,3,Honey,11.87,Male,0,5:3,26
Western,Pre,2024-07-30,Conventional,4,3,Squash,50.28,Both,1,5:3,26
Western,Pre,2024-07-30,Conventional,4,3,Striped Sweat,23.18,Female,0,5:3,26
Western,Pre,2024-07-30,Conventional,4,3,Honey,5.8,Female,0,5:3,26
Western,Pre,2024-07-30,Conventional,4,3,Squash,17.3,Both,1,5:3,26
Western,Pre,2024-07-30,Conventional,4,3,Honey,3.97,Male,0,5:3,26
Western,Pre,2024-07-30,Conventional,1,3,Honey,11.28,Male,0,9:1,19
Western,Pre,2024-07-30,Conventional,2,3,Longhorn,7.05,Female,0,4:1,28
Western,Pre,2024-07-30,Conventional,2,3,Honey,20.14,Both,1,4:1,28
Western,Pre,2024-07-30,Conventional,2,3,Honey,49.67,Both,1,4:1,28
Western,Pre,2024-07-30,Conventional,3,3,Honey,38.4,Both,1,3:1,21
Western,Pre,2024-07-30,Conventional,3,3,Honey,12.44,Male,0,3:1,21
Western,Pre,2024-07-30,Conventional,3,3,Green Metallic Sweat,11.09,Male,0,3:1,21
Western,Pre,2024-07-30,Conventional,3,3,Striped Sweat,13.66,Female,0,3:1,21
Western,Pre,2024-07-30,Conventional,3,3,Striped Sweat,15.22,Male,0,3:1,21
Western,Pre,2024-07-30,Conventional,3,3,Honey,21.77,Male,0,3:1,21
Western,Pre,2024-07-30,Conventional,3,3,Honey,14.32,Both,1,3:1,21
Western,Pre,2024-07-30,Conventional,4,4,Honey,11.07,Both,1,3:1,30
Western,Pre,2024-07-30,Conventional,4,4,Squash,15.95,Both,1,3:1,30
Western,Pre,2024-07-30,Conventional,4,4,Honey,3.22,Male,0,3:1,30
Western,Pre,2024-07-30,Conventional,4,4,Honey,12.47,Female,0,3:1,30
Western,Pre,2024-07-30,Conventional,4,4,Honey,14.76,Both,1,3:1,30
Western,Pre,2024-07-30,Conventional,4,4,Honey,14.56,Male,0,3:1,30
Western,Pre,2024-07-30,Conventional,4,4,Squash,15.53,Both,1,3:1,30
Western,Pre,2024-07-30,Conventional,3,4,Honey,7.32,Female,0,3:2,32
Western,Pre,2024-07-30,Conventional,3,4,Honey,23.08,Both,1,3:2,32
Western,Pre,2024-07-30,Conventional,3,4,Honey,36.02,Male,0,3:2,32
Western,Pre,2024-07-30,Conventional,3,4,Squash,14.63,Both,1,3:2,32
Western,Pre,2024-07-30,Conventional,3,4,Honey,18.22,Both,1,3:2,32
Western,Pre,2024-07-30,Conventional,3,4,Honey,25.97,Male,0,3:2,32
Western,Pre,2024-07-30,Conventional,3,4,Longhorn,5.06,Female,0,3:2,32
Western,Pre,2024-07-30,Conventional,3,4,Squash,8.24,Female,0,3:2,32
Western,Pre,2024-07-30,Conventional,3,4,Honey,14.21,Both,1,3:2,32
Western,Pre,2024-07-30,Conventional,3,4,Squash,17.84,Both,1,3:2,32
Western,Pre,2024-07-30,Conventional,2,4,Honey,46.06,NA,1,11:3,28
Western,Pre,2024-07-30,Conventional,2,4,Honey,13.79,Male,0,11:3,28
Western,Pre,2024-07-30,Conventional,2,4,Honey,30.25,NA,1,11:3,28
Western,Pre,2024-07-30,Conventional,2,4,Honey,11.58,Male,0,11:3,28
Western,Pre,2024-07-30,Conventional,2,4,Honey,28.75,NA,1,11:3,28
Western,Pre,2024-07-30,Conventional,2,4,Honey,15.5,Male,0,11:3,28
Western,Pre,2024-07-30,Conventional,2,4,Squash,12.88,NA,1,11:3,28
Western,Pre,2024-07-30,Conventional,2,4,Honey,11.1,Female,0,11:3,28
Western,Pre,2024-07-30,Conventional,2,4,Honey,15.88,NA,1,11:3,28
Western,Pre,2024-07-30,Conventional,2,4,Honey,12.79,NA,NA,11:3,28
Western,Pre,2024-07-30,Conventional,2,4,Honey,4.3,NA,NA,11:3,28
Western,Pre,2024-07-30,Conventional,1,4,Honey,19.94,NA,1,5:1,24
Western,Pre,2024-07-30,Conventional,1,4,Honey,11.5,Male,0,5:1,24
Western,Pre,2024-07-30,Conventional,1,4,Honey,33.56,Male,0,5:1,24
Western,Pre,2024-07-30,Conventional,1,4,Squash,8.06,Female,0,5:1,24
Western,Pre,2024-07-30,IPPM,1,1,Longhorn,20.7,Both,1,3:1,18
Western,Pre,2024-07-30,IPPM,1,1,Longhorn,7.32,Male,0,3:1,18
Western,Pre,2024-07-30,IPPM,1,1,Honey,21.36,Both,1,3:1,18
Western,Pre,2024-07-30,IPPM,2,2,Longhorn,52.97,Both,1,5:2,36
Western,Pre,2024-07-30,IPPM,2,2,Honey,16.65,Female,0,5:2,36
Western,Pre,2024-07-30,IPPM,2,2,Honey,37.99,Both,1,5:2,36
Western,Pre,2024-07-30,IPPM,2,2,Longhorn,6.49,Male,0,5:2,36
Western,Pre,2024-07-30,IPPM,3,1,Honey,13,Male,0,3:2,35
Western,Pre,2024-07-30,IPPM,3,1,Honey,18.6,Male,0,3:2,35
Western,Pre,2024-07-30,IPPM,3,1,Honey,36.89,Both,1,3:2,35
Western,Pre,2024-07-30,IPPM,4,4,Honey,23.29,Both,1,NA,23
Western,Pre,2024-07-30,IPPM,4,4,Longhorn,60.76,Both,1,NA,23
Western,Pre,2024-07-30,IPPM,4,4,Honey,24.27,Both,1,NA,23
Western,Pre,2024-07-30,IPPM,4,4,Honey,17.36,Female,0,NA,23
Western,Pre,2024-07-30,IPPM,4,4,Longhorn,13.22,Male,0,NA,23
Western,Pre,2024-07-30,IPPM,4,4,Longhorn,12.26,NA,NA,NA,23
Western,Pre,2024-07-30,IPPM,4,1,Honey,50.83,Both,1,5:2,48
Western,Pre,2024-07-30,IPPM,4,1,Longhorn,15.61,Male,0,5:2,48
Western,Pre,2024-07-30,IPPM,3,2,Honey,NA,Female,0,3:2,38
Western,Pre,2024-07-30,IPPM,3,2,Honey,9.86,Male,0,3:2,38
Western,Pre,2024-07-30,IPPM,3,2,Honey,36.48,Both,1,3:2,38
Western,Pre,2024-07-30,IPPM,3,2,Green Metallic Sweat,13.41,Male,0,3:2,38
Western,Pre,2024-07-30,IPPM,3,2,Longhorn,16.33,Both,1,3:2,38
Western,Pre,2024-07-30,IPPM,3,2,Honey,17.61,Male,0,3:2,38
Western,Pre,2024-07-30,IPPM,3,2,Honey,9.41,Male,0,3:2,38
Western,Pre,2024-07-30,IPPM,3,2,Squash,7.73,Female,0,3:2,38
Western,Pre,2024-07-30,IPPM,2,2,Honey,26.32,Both,1,3:1,32
Western,Pre,2024-07-30,IPPM,2,2,Honey,28.59,Both,1,3:1,32
Western,Pre,2024-07-30,IPPM,1,2,Striped Sweat,30.67,Male,0,NA,15
Western,Pre,2024-07-30,IPPM,1,3,Sweat,2,Male,0,8:0,8
Western,Pre,2024-07-30,IPPM,1,3,Striped Sweat,3,Male,0,8:0,8
Western,Pre,2024-07-30,IPPM,2,3,Green Metallic Sweat,86,Both,1,7:2,9
Western,Pre,2024-07-30,IPPM,3,3,Striped Sweat,19,Female,0,11:6,17
Western,Pre,2024-07-30,IPPM,3,3,Honey,18,Both,1,11:6,17
Western,Pre,2024-07-30,IPPM,3,3,Green Metallic Sweat,33,Male,0,11:6,17
Western,Pre,2024-07-30,IPPM,4,2,Honey,3,Male,0,13:2,15
Western,Pre,2024-07-30,IPPM,4,3,Honey,8,Female,0,8:1,18
Western,Pre,2024-07-30,IPPM,4,3,Honey,2,Male,0,8:1,18
Western,Pre,2024-07-30,IPPM,4,3,Sweat,3,Male,0,8:1,18
Western,Pre,2024-07-30,IPPM,3,4,Striped Sweat,35,Female,0,3:1,16
